quarter,industry1,industry2,occupation1,job_vacancy_rate
"2017-Q3","manufacturing","food, beverages and tobacco","professional, managers, executive and technicians","1.2"
"2017-Q3","manufacturing","food, beverages and tobacco","clerical, sales and services workers","2.5"
"2017-Q3","manufacturing","food, beverages and tobacco","production and transport operators, cleaners and labourers","2"
"2017-Q3","manufacturing","paper,rubber,plastic products and printing","total","1.3"
"2017-Q3","manufacturing","paper,rubber,plastic products and printing","professional, managers, executive and technicians","1"
"2017-Q3","manufacturing","paper,rubber,plastic products and printing","clerical, sales and services workers","-"
"2017-Q3","manufacturing","paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers","1.4"
"2017-Q3","manufacturing","petroleum, chemical and pharmaceutical products","total","1.6"
"2017-Q3","manufacturing","petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians","1.7"
"2017-Q3","manufacturing","petroleum, chemical and pharmaceutical products","clerical, sales and services workers","-"
"2017-Q3","manufacturing","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers","1.5"
"2017-Q3","manufacturing","fabricated metal products, machinery and equipment","total","1.5"
"2017-Q3","manufacturing","fabricated metal products, machinery and equipment","professional, managers, executive and technicians","2.1"
"2017-Q3","manufacturing","fabricated metal products, machinery and equipment","clerical, sales and services workers","1.1"
"2017-Q3","manufacturing","fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers","1.2"
"2017-Q3","manufacturing","electronic, computer and optical products","total","3.8"
"2017-Q3","manufacturing","electronic, computer and optical products","professional, managers, executive and technicians","2.2"
"2017-Q3","manufacturing","electronic, computer and optical products","clerical, sales and services workers","-"
"2017-Q3","manufacturing","electronic, computer and optical products","production and transport operators, cleaners and labourers","6"
"2017-Q3","manufacturing","transport equipment","total","1.1"
"2017-Q3","manufacturing","transport equipment","professional, managers, executive and technicians","1.5"
"2017-Q3","manufacturing","transport equipment","clerical, sales and services workers","1.8"
"2017-Q3","manufacturing","transport equipment","production and transport operators, cleaners and labourers","0.8"
"2017-Q3","manufacturing","other manufacturing industries","total","1.6"
"2017-Q3","manufacturing","other manufacturing industries","professional, managers, executive and technicians","1.8"
"2017-Q3","manufacturing","other manufacturing industries","clerical, sales and services workers","-"
"2017-Q3","manufacturing","other manufacturing industries","production and transport operators, cleaners and labourers","1.6"
"2017-Q3","construction","construction","total","0.7"
"2017-Q3","construction","construction","professional, managers, executive and technicians","1.1"
"2017-Q3","construction","construction","clerical, sales and services workers","0.8"
"2017-Q3","construction","construction","production and transport operators, cleaners and labourers","0.5"
"2017-Q3","services","wholesale and retail trade","total","2.4"
"2017-Q3","services","wholesale and retail trade","professional, managers, executive and technicians","2.1"
"2017-Q3","services","wholesale and retail trade","clerical, sales and services workers","2.8"
"2017-Q3","services","wholesale and retail trade","production and transport operators, cleaners and labourers","2.1"
"2017-Q3","services","transportation and storage","total","2.2"
"2017-Q3","services","transportation and storage","professional, managers, executive and technicians","1.7"
"2017-Q3","services","transportation and storage","clerical, sales and services workers","2"
"2017-Q3","services","transportation and storage","production and transport operators, cleaners and labourers","2.6"
"2017-Q3","services","accommodation and food services","total","4.2"
"2017-Q3","services","accommodation and food services","professional, managers, executive and technicians","2.4"
"2017-Q3","services","accommodation and food services","clerical, sales and services workers","4.5"
"2017-Q3","services","accommodation and food services","production and transport operators, cleaners and labourers","5.2"
"2017-Q3","services","information and communications","total","3.7"
"2017-Q3","services","information and communications","professional, managers, executive and technicians","4"
"2017-Q3","services","information and communications","clerical, sales and services workers","2.5"
"2017-Q3","services","information and communications","production and transport operators, cleaners and labourers","-"
"2017-Q3","services","financial and insurance services","total","3.5"
